Region,Soil_Type,Soil_pH,Rainfall_mm,Temperature_C,Humidity_pct,Fertilizer_Used_kg,Irrigation,Pesticides_Used_kg,Planting_Density,Previous_Crop,Yield_ton_per_ha
Region_A,Sandy,6.38,926.4,33.5,40.6,256.9,Sprinkler,8.0,12.5,No_Previous_Crop,160.99
Region_A,Sandy,7.21,1489.2,24.6,75.5,255.5,Flood,19.1,16.4,Rice,175.08
Region_B,Sandy,7.47,1127.3,20.9,63.3,183.8,Sprinkler,31.8,10.2,Maize,127.38
Region_A,Loam,5.77,690.1,34.3,60.1,194.1,Rainfed,14.2,18.2,Rice,124.93
Region_C,Clay,7.02,338.6,30.2,68.2,258.6,Sprinkler,42.3,7.3,Wheat,145.13
Region_B,Clay,6.25,1262.7,15.1,58.9,107.6,Flood,43.8,12.3,Rice,96.37
Region_B,Sandy,6.63,355.1,31.1,66.4,95.0,Sprinkler,37.5,5.0,Rice,63.02
Region_D,Loam,6.1,414.4,25.1,79.0,208.7,Rainfed,2.4,12.1,No_Previous_Crop,120.83
Region_C,Sandy,6.75,664.1,22.4,34.6,225.8,Drip,16.0,5.6,Barley,137.58
Region_A,Clay,7.34,472.0,27.3,35.7,166.3,Drip,4.7,14.8,Wheat,102.57
Region_D,Clay,7.18,1022.3,19.6,60.3,151.7,Rainfed,7.2,22.6,Maize,104.58
Region_C,Loam,6.97,1408.8,32.7,73.4,299.3,Sprinkler,33.5,8.6,Wheat,205.19
Region_A,Sandy,7.39,210.1,34.7,54.0,287.2,Sprinkler,43.8,6.0,Rice,162.32
Region_C,Sandy,6.92,335.7,31.5,73.4,141.7,Flood,18.1,15.2,Wheat,82.92
Region_A,Loam,6.34,1315.3,30.2,35.9,223.9,Sprinkler,46.7,10.1,No_Previous_Crop,156.21
Region_D,Sandy,6.35,310.1,28.8,75.0,91.3,Drip,24.6,12.2,Rice,60.25
Region_A,Sandy,5.95,576.2,27.3,59.6,180.7,Drip,18.9,5.8,Maize,116.56
Region_B,Loam,5.92,373.1,30.6,54.1,136.8,Drip,3.9,7.4,Wheat,87.31
Region_D,Clay,7.09,1034.8,33.2,55.4,299.0,Drip,31.8,17.2,Barley,183.87
Region_D,Sandy,7.28,1228.5,26.6,48.0,262.0,Rainfed,22.8,17.3,Maize,172.12
Region_A,Loam,6.14,1135.6,24.6,46.2,107.7,Rainfed,20.8,22.7,Barley,102.91
Region_A,Clay,6.69,339.5,29.2,64.0,215.5,Rainfed,17.9,23.3,Wheat,126.77
Region_C,Sandy,7.35,1269.0,17.2,76.1,55.5,Flood,25.1,19.2,Rice,62.6
Region_B,Sandy,5.64,1111.0,25.7,51.7,217.5,Drip,14.2,17.0,Maize,146.33
Region_C,Loam,7.17,1214.3,17.9,37.0,209.1,Rainfed,43.8,7.4,Rice,137.11
Region_A,Sandy,6.04,1192.1,27.6,75.2,89.4,Rainfed,28.6,24.7,Maize,89.21
Region_C,Loam,5.68,1072.3,27.8,50.7,208.2,Flood,26.7,24.4,Rice,141.64
Region_B,Loam,6.8,575.1,17.4,50.4,235.7,Rainfed,12.7,10.2,No_Previous_Crop,150.6
Region_D,Sandy,6.85,1475.9,15.8,38.8,50.9,Drip,23.0,24.2,Maize,72.99
Region_B,Clay,6.75,771.3,28.7,83.2,156.2,Drip,26.9,8.9,Rice,108.89
Region_C,Loam,6.67,1459.1,32.6,57.0,273.0,Drip,36.4,10.2,Maize,191.97
Region_B,Clay,5.9,417.4,25.2,32.1,122.1,Rainfed,18.3,16.1,Barley,80.54
Region_B,Clay,6.19,1087.8,28.1,36.6,180.3,Rainfed,21.1,18.8,No_Previous_Crop,130.67
Region_A,Clay,7.19,1183.8,15.2,37.5,56.7,Flood,32.4,18.8,Maize,64.73
Region_D,Sandy,6.47,1278.1,34.2,68.6,197.1,Flood,46.9,8.4,No_Previous_Crop,148.85
Region_A,Sandy,7.0,1079.8,23.0,48.9,157.5,Sprinkler,38.0,18.9,Rice,121.41
Region_C,Sandy,6.95,1204.5,26.6,67.5,156.0,Flood,25.9,7.1,Rice,126.44
Region_D,Sandy,6.48,1203.6,23.5,88.1,223.9,Flood,26.1,22.3,No_Previous_Crop,154.15
Region_A,Loam,7.49,475.5,22.5,72.4,203.6,Sprinkler,29.5,13.2,Barley,122.7
Region_D,Loam,6.8,265.8,23.9,71.9,83.3,Flood,8.2,13.3,Rice,44.15
Region_D,Loam,7.32,1430.5,24.8,65.4,145.5,Drip,33.0,22.5,Maize,118.56
Region_A,Clay,5.76,1119.0,28.3,46.6,212.5,Sprinkler,38.5,5.9,Wheat,143.78
Region_A,Sandy,6.66,947.8,18.9,67.7,252.8,Drip,37.1,23.7,Barley,164.58
Region_B,Loam,6.34,549.9,17.7,55.2,275.5,Drip,45.1,22.5,Barley,163.76
Region_B,Clay,6.83,226.6,17.9,78.1,196.8,Drip,21.7,15.9,Rice,112.74
Region_B,Sandy,6.17,782.9,15.7,54.6,293.1,Sprinkler,36.6,17.2,Barley,181.16
Region_A,Sandy,7.0,475.9,18.8,57.3,260.1,Flood,8.7,23.1,Maize,146.69
Region_D,Loam,7.31,319.9,34.5,45.4,102.8,Rainfed,24.7,23.6,Barley,78.2
Region_D,Sandy,6.46,1490.4,24.9,66.6,294.3,Flood,3.9,23.2,Maize,198.05
Region_C,Clay,6.31,1158.7,17.3,76.0,142.7,Rainfed,20.5,12.3,Rice,118.77
Region_D,Loam,5.7,405.5,33.7,74.2,106.7,Flood,1.1,19.7,Maize,69.74
Region_A,Sandy,5.59,334.7,23.8,54.6,112.4,Sprinkler,29.7,10.0,Barley,64.57
Region_D,Loam,6.72,590.2,24.1,69.6,63.8,Rainfed,43.0,23.2,No_Previous_Crop,51.56
Region_C,Sandy,6.86,1449.2,23.9,86.3,183.0,Rainfed,18.3,6.9,Rice,137.69
Region_A,Clay,6.18,241.2,16.6,84.6,65.2,Sprinkler,18.9,22.2,No_Previous_Crop,45.63
Region_D,Clay,6.22,969.0,26.9,69.5,220.8,Flood,18.1,10.0,Maize,138.61
Region_A,Clay,6.94,1126.0,23.3,35.7,216.7,Flood,4.2,7.3,No_Previous_Crop,147.74
Region_C,Clay,7.15,735.9,26.5,39.2,276.5,Drip,22.1,17.2,No_Previous_Crop,174.32
Region_B,Loam,5.95,1422.5,24.0,69.3,67.3,Flood,49.5,5.6,Rice,80.16
Region_B,Clay,5.95,1458.2,23.1,40.2,87.3,Rainfed,44.8,8.4,Rice,96.39
Region_C,Loam,6.19,1181.1,29.9,65.0,269.9,Sprinkler,23.1,20.8,Barley,178.95
Region_B,Loam,6.25,1069.9,19.8,84.3,65.8,Sprinkler,25.1,7.4,Maize,64.69
Region_C,Clay,6.49,1275.0,22.5,70.1,191.7,Drip,44.5,14.5,No_Previous_Crop,136.77
Region_C,Loam,7.44,265.2,25.9,84.6,69.8,Flood,11.4,18.3,Wheat,40.76
Region_A,Loam,5.79,1064.4,23.9,52.9,199.6,Sprinkler,6.4,10.0,No_Previous_Crop,134.42
Region_D,Clay,6.79,360.4,15.3,60.7,99.9,Rainfed,28.7,10.9,Maize,58.51
Region_A,Sandy,6.5,558.7,15.9,51.8,177.2,Sprinkler,46.0,8.7,Wheat,111.52
Region_B,Clay,6.76,1260.8,19.5,78.9,127.0,Rainfed,31.6,6.9,Maize,106.2
Region_B,Loam,6.09,1012.3,25.8,42.8,124.2,Drip,4.8,19.2,Maize,95.05
Region_C,Sandy,7.19,352.3,18.0,42.7,97.6,Sprinkler,44.2,9.0,Barley,59.27
Region_A,Loam,6.7,1009.4,17.7,42.0,207.3,Drip,48.4,15.5,No_Previous_Crop,133.54
Region_D,Sandy,6.28,1368.2,21.6,49.6,185.0,Flood,48.6,5.1,Wheat,127.65
Region_B,Clay,5.52,324.6,21.4,57.0,170.0,Sprinkler,2.2,7.0,Rice,98.39
Region_A,Loam,6.58,316.8,18.0,40.8,291.7,Sprinkler,0.1,7.2,Rice,158.43
Region_C,Clay,5.93,1426.5,19.3,59.4,296.9,Flood,15.7,17.3,Barley,186.46
Region_C,Clay,6.12,1283.3,20.7,36.8,224.2,Rainfed,46.3,24.3,No_Previous_Crop,150.6
Region_C,Loam,6.3,948.3,23.8,33.6,97.1,Drip,34.9,14.5,Maize,81.09
Region_A,Clay,6.3,293.6,18.3,44.8,145.2,Flood,37.5,8.8,No_Previous_Crop,87.63
Region_B,Sandy,6.55,1466.3,20.8,86.6,56.9,Sprinkler,49.7,6.8,Rice,81.15
Region_D,Loam,7.39,704.8,15.4,31.7,58.0,Drip,33.9,12.9,No_Previous_Crop,56.08
Region_A,Clay,7.19,406.4,27.8,53.1,245.5,Flood,33.9,10.7,Maize,138.37
Region_D,Loam,6.88,1167.9,18.5,60.3,238.7,Sprinkler,16.4,8.2,Wheat,157.59
Region_C,Clay,6.26,554.9,21.8,61.8,238.9,Sprinkler,0.9,13.1,Maize,134.13
Region_A,Loam,6.75,1037.7,23.9,63.7,186.6,Drip,2.2,8.0,Rice,121.9
Region_A,Clay,6.31,1197.3,33.7,73.7,244.4,Rainfed,5.2,23.4,Wheat,166.63
Region_C,Loam,7.01,1471.0,24.2,84.0,130.1,Drip,32.4,9.9,Wheat,112.38
Region_D,Sandy,7.11,1436.0,25.1,45.5,84.2,Sprinkler,45.6,13.5,Barley,89.53
Region_C,Loam,6.44,1189.9,22.7,64.7,217.5,Rainfed,21.3,24.5,Maize,148.39
Region_D,Clay,5.58,1266.7,34.5,58.0,292.0,Rainfed,5.9,16.7,Rice,194.78
Region_B,Loam,7.24,518.0,17.0,74.8,153.5,Sprinkler,36.4,23.9,No_Previous_Crop,92.38
Region_C,Clay,5.57,599.6,19.3,73.0,74.7,Flood,30.9,19.4,Maize,65.56
Region_D,Sandy,7.23,460.1,16.8,79.0,215.5,Drip,42.1,6.2,No_Previous_Crop,125.12
Region_A,Clay,7.03,879.8,15.4,87.4,282.8,Drip,20.5,10.8,Barley,172.83
Region_C,Sandy,6.62,652.3,25.1,79.8,243.2,Drip,6.4,7.8,Wheat,140.67
Region_D,Loam,6.99,940.3,21.5,58.9,158.9,Rainfed,29.7,14.4,Wheat,109.19
Region_B,Loam,7.49,905.4,32.4,48.8,197.3,Rainfed,48.4,24.0,No_Previous_Crop,131.07
Region_B,Sandy,6.41,1120.1,31.0,62.1,226.6,Drip,0.4,23.1,Barley,154.85
Region_C,Sandy,5.62,1188.7,28.8,44.6,204.5,Rainfed,27.8,16.8,Barley,139.96
Region_D,Sandy,5.77,511.7,18.0,80.6,211.4,Rainfed,10.3,7.1,Rice,128.68
Region_A,Clay,7.06,1476.1,15.6,53.5,91.5,Flood,39.5,15.9,Maize,90.54
Region_C,Clay,7.24,1374.5,25.2,37.1,200.1,Flood,40.2,14.6,No_Previous_Crop,147.1
Region_C,Clay,5.61,431.7,26.5,38.2,163.4,Rainfed,28.3,16.0,Rice,97.38
Region_B,Loam,6.94,1153.7,33.4,41.4,146.7,Flood,20.6,13.4,Barley,117.88
Region_C,Clay,6.87,778.6,26.4,41.7,132.2,Sprinkler,44.6,5.9,Wheat,98.74
Region_C,Clay,6.06,812.3,15.6,70.1,92.7,Drip,28.1,21.9,Rice,73.05
Region_A,Loam,6.8,215.7,15.6,85.7,252.3,Rainfed,28.9,8.5,Maize,129.51
Region_D,Sandy,5.51,390.4,21.5,56.9,83.4,Flood,27.5,9.1,Barley,50.23
Region_C,Loam,7.35,479.7,15.0,67.8,236.3,Drip,2.8,20.3,Barley,150.79
Region_A,Sandy,6.11,702.6,16.3,83.8,98.1,Rainfed,35.6,17.3,Wheat,74.67
Region_A,Clay,6.57,1050.0,21.0,31.2,212.5,Drip,36.3,12.9,Maize,137.62
Region_C,Clay,6.9,338.3,21.5,68.2,187.3,Sprinkler,9.0,23.0,Barley,110.25
Region_B,Clay,6.31,636.0,31.5,85.6,122.7,Sprinkler,24.0,24.0,Barley,78.53
Region_B,Clay,6.19,1312.3,23.9,68.8,137.7,Drip,7.0,22.2,No_Previous_Crop,114.61
Region_C,Sandy,6.67,731.5,26.9,32.3,281.5,Flood,42.3,21.8,Barley,158.7
Region_D,Loam,5.58,1143.8,26.8,74.3,205.8,Sprinkler,18.1,11.9,Maize,146.19
Region_D,Sandy,6.09,1182.2,31.4,61.8,289.7,Sprinkler,25.6,14.4,Barley,188.29
Region_D,Loam,7.49,343.6,18.9,55.0,143.8,Rainfed,41.3,22.9,Rice,86.66
Region_B,Loam,6.53,881.0,30.0,72.3,188.1,Sprinkler,19.9,11.1,Barley,141.64
Region_A,Clay,7.26,989.6,30.3,80.5,168.1,Flood,23.3,23.8,Barley,120.87
Region_B,Sandy,6.88,898.4,27.6,37.0,179.7,Flood,11.1,16.3,Barley,119.17
Region_C,Loam,6.82,948.1,32.8,72.8,225.5,Drip,21.9,5.4,Barley,148.22
Region_B,Sandy,5.64,1079.2,32.9,31.4,95.8,Sprinkler,49.5,18.6,Wheat,85.23
Region_B,Clay,5.53,960.1,33.3,48.3,169.4,Drip,2.5,5.7,No_Previous_Crop,110.13
Region_B,Loam,6.15,558.9,23.3,53.9,166.9,Drip,23.1,10.5,Wheat,101.06
Region_A,Loam,6.11,527.5,28.7,30.7,263.0,Flood,33.3,5.3,Barley,156.29
Region_C,Sandy,6.5,627.1,18.0,78.3,104.4,Drip,19.3,24.9,Maize,79.26
Region_D,Clay,7.17,1045.4,17.4,33.6,91.2,Flood,14.7,7.8,Maize,71.46
Region_A,Loam,5.71,229.1,34.4,70.6,256.4,Rainfed,17.0,22.7,No_Previous_Crop,148.83
Region_A,Clay,5.79,705.4,26.7,50.7,162.9,Sprinkler,43.0,17.8,Barley,108.0
Region_D,Loam,6.92,1377.6,18.9,33.0,299.3,Sprinkler,4.1,19.0,Barley,187.06
Region_D,Loam,7.07,472.5,24.5,46.4,273.1,Sprinkler,47.4,11.7,Maize,154.69
Region_B,Sandy,6.37,331.4,22.4,65.0,53.1,Drip,7.1,9.0,Barley,40.5
Region_C,Loam,6.62,616.4,32.6,39.7,152.5,Flood,34.8,22.1,Barley,105.95
Region_B,Loam,5.95,1489.2,25.5,51.6,93.1,Sprinkler,33.0,13.2,No_Previous_Crop,98.78
Region_C,Sandy,7.38,967.5,17.9,83.0,202.4,Rainfed,35.9,21.2,Rice,134.14
Region_B,Clay,5.97,884.2,25.4,87.3,147.0,Drip,13.3,6.1,Maize,113.83
Region_B,Clay,7.27,1054.3,30.7,32.1,160.3,Drip,5.9,14.0,Maize,115.48
Region_C,Clay,5.71,832.1,34.5,71.9,78.8,Flood,18.0,16.0,Wheat,73.46
Region_D,Sandy,6.97,1230.2,19.2,46.8,127.1,Rainfed,31.7,5.5,Maize,97.94
Region_D,Sandy,5.93,598.8,23.9,37.9,277.3,Drip,1.0,23.8,Rice,157.63
Region_C,Sandy,7.45,850.6,28.5,88.1,108.6,Drip,44.4,24.5,Rice,79.36
Region_A,Loam,6.13,1075.5,22.2,72.0,168.8,Drip,3.9,22.1,Wheat,124.46
Region_C,Sandy,6.88,540.4,18.9,74.2,162.9,Sprinkler,19.3,24.8,Barley,97.4
Region_B,Clay,6.24,1146.8,23.0,77.5,81.0,Rainfed,40.0,9.5,Rice,76.89
Region_D,Clay,5.7,670.2,31.2,59.6,298.6,Sprinkler,32.7,17.4,No_Previous_Crop,167.38
Region_D,Loam,6.02,1099.5,32.1,88.7,273.6,Drip,28.9,9.7,Wheat,178.74
Region_B,Sandy,7.11,1459.3,15.4,46.9,281.4,Flood,39.2,24.8,Rice,188.44
Region_A,Loam,6.84,738.2,20.3,83.2,261.2,Sprinkler,1.9,7.1,No_Previous_Crop,160.55
Region_C,Clay,6.9,454.3,30.3,77.3,233.2,Sprinkler,45.8,8.8,Rice,134.33
Region_A,Sandy,5.57,1463.3,33.1,60.2,210.9,Sprinkler,24.0,13.7,Maize,156.95
Region_D,Clay,7.03,1253.2,34.4,42.4,228.6,Flood,41.9,15.6,Wheat,155.11
Region_A,Sandy,6.36,1412.2,16.0,47.7,262.5,Drip,19.9,18.0,No_Previous_Crop,167.8
Region_C,Clay,5.65,945.1,30.5,61.0,191.4,Drip,34.4,21.3,Rice,129.39
Region_C,Sandy,5.88,1259.3,31.9,62.3,99.2,Sprinkler,19.0,11.8,Rice,92.02
Region_A,Loam,6.3,315.1,26.0,74.2,218.6,Drip,28.2,7.8,No_Previous_Crop,125.66
Region_D,Loam,7.15,232.6,24.6,33.2,245.6,Sprinkler,37.7,11.5,Wheat,134.05
Region_D,Sandy,5.89,633.0,21.8,85.8,56.5,Drip,31.4,5.1,Wheat,64.26
Region_B,Sandy,6.1,1014.5,16.8,77.6,274.2,Sprinkler,47.0,21.9,No_Previous_Crop,171.52
Region_A,Sandy,7.39,1311.9,16.9,62.2,167.0,Flood,36.9,16.0,Wheat,125.43
Region_D,Loam,6.93,662.7,33.9,56.4,141.3,Drip,8.4,18.6,Maize,97.46
Region_D,Sandy,6.55,1020.8,29.5,85.6,115.1,Flood,5.5,12.2,No_Previous_Crop,89.71
Region_A,Clay,7.19,1328.4,34.4,76.9,163.0,Rainfed,18.8,17.7,Rice,127.7
Region_A,Loam,6.04,751.4,26.8,86.4,239.6,Sprinkler,37.3,16.6,Maize,141.65
Region_A,Clay,6.52,910.6,19.8,33.8,65.3,Sprinkler,18.1,5.4,Barley,63.55
Region_D,Sandy,5.98,1023.7,23.6,32.3,121.2,Drip,39.1,8.6,Maize,104.48
Region_C,Sandy,6.66,500.3,34.4,47.9,199.6,Drip,40.0,22.6,Rice,120.85
Region_B,Loam,7.24,456.4,28.3,32.2,189.1,Sprinkler,35.1,23.7,Maize,107.09
Region_A,Loam,7.02,1175.6,30.7,73.9,112.9,Rainfed,40.3,21.2,Wheat,97.67
Region_A,Sandy,6.27,425.8,15.5,48.7,60.0,Rainfed,34.7,6.9,Rice,48.44
Region_D,Clay,7.01,282.4,26.8,63.0,145.1,Drip,22.5,22.2,Barley,89.99
Region_C,Sandy,7.41,885.8,34.7,76.4,165.3,Sprinkler,16.0,8.0,Barley,119.21
Region_B,Sandy,7.19,501.0,33.3,89.5,94.6,Sprinkler,3.7,6.0,Maize,70.82
Region_C,Sandy,6.14,915.2,33.4,31.7,210.1,Sprinkler,3.9,23.7,Rice,137.91
Region_C,Clay,6.44,1450.1,33.0,44.8,81.0,Drip,11.5,12.2,Maize,87.45
Region_C,Loam,6.26,959.4,15.8,83.0,212.9,Drip,17.6,12.5,Maize,145.31
Region_C,Loam,5.58,406.5,25.2,62.8,132.3,Sprinkler,3.5,5.3,Maize,79.01
Region_C,Sandy,5.99,904.2,18.3,82.4,296.6,Drip,4.9,9.3,Barley,185.86
Region_B,Clay,5.62,1128.7,17.1,34.5,279.3,Drip,39.6,15.3,Maize,176.39
Region_C,Loam,6.37,825.3,33.0,70.7,110.2,Flood,42.5,24.9,Barley,84.21
Region_B,Clay,7.08,947.9,16.5,60.3,140.7,Drip,1.0,7.0,Wheat,102.64
Region_D,Clay,7.49,1457.3,26.8,68.8,272.5,Flood,20.9,5.2,No_Previous_Crop,180.49
Region_B,Clay,6.43,765.4,24.2,47.0,181.5,Flood,40.1,6.1,Barley,119.35
Region_D,Loam,6.84,570.9,25.9,57.4,267.5,Drip,30.4,5.5,Rice,157.45
Region_C,Clay,5.9,1003.0,20.7,31.3,196.4,Rainfed,26.1,16.2,Barley,134.94
Region_A,Loam,5.52,443.2,33.5,57.7,254.8,Drip,14.3,24.8,No_Previous_Crop,153.43
Region_D,Sandy,7.07,1472.9,32.8,72.0,230.2,Rainfed,49.7,8.4,Maize,159.13
Region_D,Clay,5.51,303.8,21.6,38.3,275.7,Flood,34.9,18.7,Barley,149.8
Region_B,Sandy,6.35,604.0,19.0,80.8,92.1,Flood,47.6,11.6,Barley,69.57
Region_B,Clay,6.06,861.9,23.2,70.6,290.3,Drip,41.2,21.1,Wheat,172.9
Region_C,Clay,7.09,673.8,17.5,72.5,190.7,Flood,34.3,21.3,Maize,128.05
Region_C,Loam,6.9,1106.9,32.9,45.0,89.5,Drip,26.1,5.4,Rice,84.17
Region_B,Sandy,5.85,1209.3,15.2,44.2,86.9,Drip,34.8,6.8,Barley,82.33
Region_B,Sandy,7.44,715.9,28.1,79.8,190.8,Flood,42.1,9.5,Wheat,129.41
Region_C,Loam,6.71,1159.0,21.1,60.4,196.7,Flood,4.7,21.2,Maize,142.11
Region_D,Clay,6.87,233.0,20.3,67.2,219.6,Rainfed,38.9,11.8,Rice,123.61
Region_B,Loam,6.91,1056.1,27.0,63.8,88.6,Sprinkler,24.4,19.8,Wheat,85.88
Region_B,Clay,6.63,267.1,25.5,73.7,257.3,Drip,27.5,9.1,Rice,131.59
Region_B,Loam,6.15,1061.3,16.9,87.0,205.2,Drip,4.8,22.6,Maize,144.98
Region_D,Sandy,5.84,684.7,16.9,87.8,225.0,Drip,37.5,23.6,Wheat,138.57
Region_C,Clay,7.48,326.1,20.5,31.7,232.8,Rainfed,39.2,5.9,Wheat,130.86
Region_C,Loam,5.81,461.7,18.1,54.2,267.6,Sprinkler,10.1,21.2,Barley,152.58
Region_C,Clay,7.18,973.4,20.5,86.9,116.6,Flood,47.4,23.9,No_Previous_Crop,96.73
Region_A,Clay,6.08,718.1,32.6,34.8,177.8,Rainfed,28.2,9.7,No_Previous_Crop,119.02
Region_B,Clay,6.12,693.6,17.8,82.6,102.1,Rainfed,32.8,6.0,Rice,76.63
Region_D,Sandy,5.88,1221.9,23.6,58.3,231.1,Flood,0.2,23.0,Barley,162.88
Region_D,Loam,7.02,1306.3,16.6,46.3,164.4,Drip,37.7,9.2,Maize,126.52
Region_C,Loam,6.95,546.7,30.5,34.0,81.2,Drip,18.3,14.7,Maize,66.61
Region_D,Sandy,5.68,1296.2,19.9,41.1,188.1,Flood,49.3,10.5,No_Previous_Crop,135.03
Region_A,Loam,6.67,476.7,20.6,84.0,64.1,Rainfed,34.5,7.6,No_Previous_Crop,55.72
Region_B,Sandy,6.91,1074.6,34.0,86.1,244.2,Rainfed,34.5,14.9,No_Previous_Crop,148.67
Region_A,Sandy,6.87,732.8,15.0,66.1,292.8,Sprinkler,5.7,22.5,No_Previous_Crop,164.2
Region_A,Clay,5.76,617.5,28.1,44.0,114.9,Sprinkler,46.7,11.7,Rice,80.4
Region_A,Clay,6.8,756.4,27.8,44.5,166.1,Flood,1.8,12.1,Rice,105.01
Region_D,Loam,5.52,636.3,23.7,63.5,221.0,Drip,32.1,11.9,Wheat,135.82
Region_A,Sandy,7.17,650.8,32.0,57.9,134.2,Flood,47.3,23.4,Barley,89.97
Region_D,Clay,6.0,899.1,30.8,72.1,233.8,Flood,11.8,11.3,Maize,145.89
Region_A,Sandy,7.46,293.5,23.1,37.0,136.8,Rainfed,32.3,23.7,No_Previous_Crop,68.57
Region_A,Clay,5.68,859.3,16.0,43.2,275.3,Sprinkler,0.6,23.5,Barley,164.91
Region_B,Loam,5.92,1334.9,32.3,69.1,249.9,Flood,9.8,24.7,No_Previous_Crop,167.05
Region_A,Sandy,5.92,1494.9,30.6,76.5,137.9,Sprinkler,0.4,22.2,No_Previous_Crop,112.72
Region_B,Loam,6.05,645.5,34.1,83.4,96.7,Flood,13.2,13.8,Maize,73.36
Region_B,Sandy,6.92,1182.9,16.3,75.6,231.5,Drip,10.8,12.6,Barley,151.23
Region_A,Loam,7.19,1012.2,18.5,58.3,165.6,Sprinkler,43.0,6.8,No_Previous_Crop,117.02
Region_C,Clay,6.99,469.3,23.5,52.0,212.8,Rainfed,19.4,23.5,Barley,125.1
Region_B,Loam,5.69,747.3,31.6,68.1,118.9,Drip,47.3,15.1,No_Previous_Crop,93.99
Region_D,Sandy,6.01,481.3,33.6,31.7,285.3,Rainfed,12.2,19.1,Barley,172.71
Region_D,Clay,6.12,1322.4,30.2,45.0,143.5,Drip,27.8,22.0,Wheat,115.32
Region_D,Loam,6.33,331.6,16.3,37.4,221.5,Flood,16.9,22.8,No_Previous_Crop,122.11
Region_C,Loam,6.6,1289.3,17.1,65.8,62.8,Drip,40.6,12.2,Wheat,63.1
Region_C,Loam,5.96,1032.2,34.4,72.8,193.2,Rainfed,6.2,10.0,Barley,135.69
Region_B,Sandy,7.02,298.8,24.9,71.7,177.0,Flood,49.5,18.6,No_Previous_Crop,103.84
Region_D,Sandy,6.13,391.7,17.3,63.6,249.0,Drip,11.2,23.6,Maize,145.74
Region_A,Sandy,6.22,746.9,35.0,88.9,81.0,Rainfed,12.6,13.2,No_Previous_Crop,77.5
Region_A,Clay,6.9,1310.9,33.2,71.0,76.6,Rainfed,36.3,7.1,Maize,76.53
Region_C,Clay,5.97,907.2,24.3,42.0,64.2,Flood,43.1,12.1,Wheat,64.51
Region_C,Loam,6.87,489.4,32.4,44.9,168.6,Flood,45.5,15.6,Wheat,110.76
Region_A,Loam,5.54,811.7,17.9,89.7,122.8,Flood,5.8,6.5,No_Previous_Crop,89.09
Region_C,Loam,6.78,611.6,28.6,68.1,288.3,Rainfed,47.4,15.7,Maize,155.69
Region_C,Sandy,7.16,377.3,32.9,67.0,131.2,Rainfed,14.0,21.1,Maize,82.28
Region_A,Sandy,7.18,564.6,31.7,84.6,92.2,Flood,12.7,24.9,Rice,76.2
Region_B,Loam,5.89,1112.6,34.6,41.7,95.5,Flood,45.8,16.6,Maize,84.1
Region_A,Sandy,5.8,1347.9,34.9,86.9,100.6,Sprinkler,32.9,16.9,No_Previous_Crop,105.35
Region_C,Sandy,6.97,585.1,22.5,69.1,52.9,Sprinkler,16.4,15.1,Rice,50.61
Region_B,Loam,6.16,895.2,34.1,84.7,140.2,Flood,48.8,7.4,Maize,107.31
Region_D,Clay,6.17,1452.3,19.9,52.9,291.0,Flood,48.6,6.6,Maize,186.29
Region_A,Loam,7.05,1066.8,22.4,80.7,189.1,Drip,5.5,9.7,Rice,129.88
Region_D,Sandy,6.56,870.0,21.0,36.2,60.3,Flood,15.3,11.2,Wheat,55.54
Region_B,Clay,6.78,859.1,26.1,51.2,227.7,Drip,12.9,5.5,Barley,140.96
Region_D,Clay,6.6,716.4,24.6,52.5,271.1,Flood,23.2,10.5,Rice,153.24
Region_C,Sandy,6.28,1480.2,33.6,62.2,269.2,Sprinkler,37.3,15.7,Maize,189.89
Region_B,Sandy,5.51,983.2,22.3,88.4,199.7,Rainfed,26.6,18.9,Wheat,138.84
Region_D,Clay,5.93,1436.7,18.1,76.0,178.7,Sprinkler,25.5,19.2,Rice,134.91
Region_C,Loam,5.81,1244.3,25.5,72.5,60.5,Sprinkler,41.1,24.6,Wheat,79.25
Region_A,Sandy,6.76,749.6,29.8,69.4,250.9,Rainfed,47.5,5.1,Maize,150.81
Region_D,Loam,7.2,419.5,17.1,76.3,170.8,Drip,0.6,21.5,Barley,100.68
Region_B,Loam,7.45,913.0,35.0,83.2,181.6,Sprinkler,36.4,14.9,Barley,123.33
Region_A,Clay,7.37,1496.6,23.9,78.7,141.5,Drip,43.8,24.7,Rice,117.79
Region_C,Loam,7.3,1294.3,16.8,85.2,73.8,Flood,39.5,7.8,Barley,71.85
Region_A,Clay,7.08,228.2,26.9,66.8,278.9,Sprinkler,37.0,11.7,Barley,153.49
Region_B,Sandy,5.9,1094.4,20.6,70.1,82.0,Flood,46.3,20.3,Barley,81.0
Region_B,Loam,5.82,848.1,17.4,65.5,80.9,Flood,49.2,24.2,Barley,71.05
Region_C,Loam,6.1,1246.7,32.9,69.8,157.0,Flood,11.7,18.2,No_Previous_Crop,129.85
Region_B,Clay,5.92,582.6,18.3,66.2,140.9,Flood,48.4,22.6,Rice,92.77
Region_B,Sandy,6.32,525.6,26.5,82.5,259.8,Flood,38.1,13.2,No_Previous_Crop,160.32
Region_B,Loam,6.22,247.3,34.0,69.7,130.0,Rainfed,38.8,13.9,Maize,78.64
Region_D,Clay,6.45,376.1,31.1,72.5,116.1,Sprinkler,18.3,11.8,Maize,78.52
